Compound,CAS,Odor,Evaporation rate
(1R)-4-methyl-1-[(2R)-6-methylhept-6-en-2-yl]cyclohex-3-en-1-ol,,Floral,Ultra slow
(1R)-4-methyl-1-[(2R)-6-methylhept-6-en-2-yl]cyclohex-3-en-1-ol,,Fresh,Ultra slow
(1R)-4-methyl-1-[(2R)-6-methylhept-6-en-2-yl]cyclohex-3-en-1-ol,,Sweet,Ultra slow
"(1R)-6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-carboxaldehyde",,Green,Moderate
"(1R)-6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-carboxaldehyde",,Herbal,Moderate
"(1R)-6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-carboxaldehyde",,Woody,Moderate
(1R)-Camphor,,Camphoreous,Moderately fast
(1R)-Camphor,,Herbal,Moderately fast
(1R)-Camphor,,Woody,Moderately fast
(1R)-endo-(+)-Fenchyl alcohol,2217-02-9,Camphoreous,Moderately fast
(1R)-endo-(+)-Fenchyl alcohol,2217-02-9,Herbal,Moderately fast
(1R)-endo-(+)-Fenchyl alcohol,2217-02-9,Woody,Moderately fast
"(1R*,4R*)-1-hydroxy-1,4,7,7,9,9-hexamethylspiro[4.5]decan-2-one",,Amber,Ultra slow
"(1R*,4R*)-1-hydroxy-1,4,7,7,9,9-hexamethylspiro[4.5]decan-2-one",,Dry,Ultra slow
"(1R*,4R*)-1-hydroxy-1,4,7,7,9,9-hexamethylspiro[4.5]decan-2-one",,Woody,Ultra slow
"(1R*,4S*)-1-Hydroxy-1,4-dimethylspiro[4.6]undecan-2-one",,Camphoreous,Very slow
"(1R*,4S*)-1-Hydroxy-1,4-dimethylspiro[4.6]undecan-2-one",,Herbal,Very slow
"(1R*,4S*)-1-Hydroxy-1,4-dimethylspiro[4.6]undecan-2-one",,Woody,Very slow
"(1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-[1-oxo-3-(3,4,5-trimethoxyphenyl)prop-2-enoxy]-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylic acid methyl ester",,Odorless,Ultra slow
"(1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-[1-oxo-3-(3,4,5-trimethoxyphenyl)prop-2-enoxy]-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylic acid methyl ester",,Sweet,Ultra slow
"(1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-[1-oxo-3-(3,4,5-trimethoxyphenyl)prop-2-enoxy]-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylic acid methyl ester",,Vanilla,Ultra slow
"(1R,2R,4R)-1,2,7,7-tetramethylbicyclo[2.2.1]heptan-2-ol",2371-42-8,Camphoreous,Moderate
"(1R,2R,4R)-1,2,7,7-tetramethylbicyclo[2.2.1]heptan-2-ol",2371-42-8,Earthy,Moderate
"(1R,2R,4R)-1,2,7,7-tetramethylbicyclo[2.2.1]heptan-2-ol",2371-42-8,Woody,Moderate
"(1R,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",124-76-5,Camphoreous,Moderate
"(1R,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",124-76-5,Herbal,Moderate
"(1R,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",124-76-5,Woody,Moderate
"(1R,2R,4aS,8aS)-Decahydro-2,5,5,8a-tetramethyl-1-((2Z)-3-methyl-2,4-pentadien-1-yl)-2-naphthalenol",17990-16-8,Amber,Ultra slow
"(1R,2R,4aS,8aS)-Decahydro-2,5,5,8a-tetramethyl-1-((2Z)-3-methyl-2,4-pentadien-1-yl)-2-naphthalenol",17990-16-8,Sweet,Ultra slow
"(1R,2R,4aS,8aS)-Decahydro-2,5,5,8a-tetramethyl-1-((2Z)-3-methyl-2,4-pentadien-1-yl)-2-naphthalenol",17990-16-8,Woody,Ultra slow
"(1R,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",,Herbal,Moderately fast
"(1R,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",,Spicy,Moderately fast
"(1R,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",,Woody,Moderately fast
"(1R,2R,5R)-5-Methyl-2-(prop-1-en-2-yl)cyclohexanol",21290-09-5,Green,Moderately slow
"(1R,2R,5R)-5-Methyl-2-(prop-1-en-2-yl)cyclohexanol",21290-09-5,Herbal,Moderately slow
"(1R,2R,5R)-5-Methyl-2-(prop-1-en-2-yl)cyclohexanol",21290-09-5,Mint,Moderately slow
"(1R,2R,5S)-2,6,6-trimethylbicyclo[3.1.1]heptan-3-one",473-62-1,Camphoreous,Moderate
"(1R,2R,5S)-2,6,6-trimethylbicyclo[3.1.1]heptan-3-one",473-62-1,Herbal,Moderate
"(1R,2R,5S)-2,6,6-trimethylbicyclo[3.1.1]heptan-3-one",473-62-1,Mint,Moderate
"(1R,2R,8aS)-1-[(3R)-3-hydroxy-3-methylpent-4-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol",515-03-7,Amber,Very slow
"(1R,2R,8aS)-1-[(3R)-3-hydroxy-3-methylpent-4-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol",515-03-7,Sweet,Very slow
"(1R,2R,8aS)-1-[(3R)-3-hydroxy-3-methylpent-4-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol",515-03-7,Woody,Very slow
"(1R,2S,4R)-(+)-Bornyl acetate",,Fruity,Moderate
"(1R,2S,4R)-(+)-Bornyl acetate",,Herbal,Moderate
"(1R,2S,4R)-(+)-Bornyl acetate",,Woody,Moderate
"(1R,2S,4R)-Born-2-yl formate",74219-20-8,Herbal,Moderate
"(1R,2S,4R)-Born-2-yl formate",74219-20-8,Pine,Moderate
"(1R,2S,4R)-Born-2-yl formate",74219-20-8,Woody,Moderate
"(1R,2S,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",,Camphoreous,Moderate
"(1R,2S,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",,Herbal,Moderate
"(1R,2S,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",,Woody,Moderate
"(1R,2S,5R)-4,6,6-Trimethylbicyclo[3.1.1]hept-3-en-2-yl 3-methylbutanoate",,Fruity,Slow
"(1R,2S,5R)-4,6,6-Trimethylbicyclo[3.1.1]hept-3-en-2-yl 3-methylbutanoate",,Herbal,Slow
"(1R,2S,5R)-4,6,6-Trimethylbicyclo[3.1.1]hept-3-en-2-yl 3-methylbutanoate",,Mint,Slow
"(1R,2S,5R)-5-Methyl-2-(1-methylethyl)cyclohexyl 4-(dimethylamino)-4-oxobutanoate",544714-08-1,Cooling,Ultra slow
"(1R,2S,5R)-5-Methyl-2-(1-methylethyl)cyclohexyl 4-(dimethylamino)-4-oxobutanoate",544714-08-1,Mint,Ultra slow
"(1R,2S,5R)-5-Methyl-2-(1-methylethyl)cyclohexyl 4-(dimethylamino)-4-oxobutanoate",544714-08-1,Odorless,Ultra slow
"(1R,2Z,4S,7E,11E)-4-Isopropyl-1,7,11-trimethyl-2,7,11-cyclotetradecatrien-1-ol",25269-17-4,Herbal,Ultra slow
"(1R,2Z,4S,7E,11E)-4-Isopropyl-1,7,11-trimethyl-2,7,11-cyclotetradecatrien-1-ol",25269-17-4,Spicy,Ultra slow
"(1R,2Z,4S,7E,11E)-4-Isopropyl-1,7,11-trimethyl-2,7,11-cyclotetradecatrien-1-ol",25269-17-4,Woody,Ultra slow
"(1R,3R,5R)-4-methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-ol",,Mint,Moderately slow
"(1R,3R,5R)-4-methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-ol",,Spicy,Moderately slow
"(1R,3R,5R)-4-methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-ol",,Woody,Moderately slow
"(1R,4E,7E)-3,3,7-Trimethyl-11-methylene-4,7-cycloundecadien-1-ol",19888-01-8,Herbal,Ultra slow
"(1R,4E,7E)-3,3,7-Trimethyl-11-methylene-4,7-cycloundecadien-1-ol",19888-01-8,Mint,Ultra slow
"(1R,4E,7E)-3,3,7-Trimethyl-11-methylene-4,7-cycloundecadien-1-ol",19888-01-8,Woody,Ultra slow
"(1R,4R)-1,4-dimethyl-7-propan-2-ylidene-1,2,3,4,5,8-hexahydroazulen-6-one",71305-96-9,Herbal,Ultra slow
"(1R,4R)-1,4-dimethyl-7-propan-2-ylidene-1,2,3,4,5,8-hexahydroazulen-6-one",71305-96-9,Sweet,Ultra slow
"(1R,4R)-1,4-dimethyl-7-propan-2-ylidene-1,2,3,4,5,8-hexahydroazulen-6-one",71305-96-9,Woody,Ultra slow
"(1R,4R,6S)-1-methyl-4-(prop-1-en-2-yl)-7-oxabicyclo[4.1.0]heptane",4680-24-4,Herbal,Fast
"(1R,4R,6S)-1-methyl-4-(prop-1-en-2-yl)-7-oxabicyclo[4.1.0]heptane",4680-24-4,Mint,Fast
"(1R,4R,6S)-1-methyl-4-(prop-1-en-2-yl)-7-oxabicyclo[4.1.0]heptane",4680-24-4,Sweet,Fast
"(1R,4R,7R)-1,4-dimethyl-7-prop-1-en-2-yl-1,2,3,3a,4,5,6,7-octahydroazulene",,Herbal,Slow
"(1R,4R,7R)-1,4-dimethyl-7-prop-1-en-2-yl-1,2,3,3a,4,5,6,7-octahydroazulene",,Spicy,Slow
"(1R,4R,7R)-1,4-dimethyl-7-prop-1-en-2-yl-1,2,3,3a,4,5,6,7-octahydroazulene",,Woody,Slow
"(1R,4S,4aR)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol",,Herbal,Ultra slow
"(1R,4S,4aR)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol",,Spicy,Ultra slow
"(1R,4S,4aR)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol",,Woody,Ultra slow
"(1R,4S,5R)-1,8-Dimethyl-4-(prop-1-en-2-yl)spiro[4.5]dec-7-ene",28477-64-7,Citrus,Slow
"(1R,4S,5R)-1,8-Dimethyl-4-(prop-1-en-2-yl)spiro[4.5]dec-7-ene",28477-64-7,Citrus,Slow
"(1R,4S,5R)-1,8-Dimethyl-4-(prop-1-en-2-yl)spiro[4.5]dec-7-ene",28477-64-7,Sweet,Slow
"(1R,4S,5R)-1,8-Dimethyl-4-(prop-1-en-2-yl)spiro[4.5]dec-7-ene",28477-64-7,Sweet,Slow
"(1R,4S,5R)-1,8-Dimethyl-4-(prop-1-en-2-yl)spiro[4.5]dec-7-ene",28477-64-7,Woody,Slow
"(1R,4S,5R)-1,8-Dimethyl-4-(prop-1-en-2-yl)spiro[4.5]dec-7-ene",28477-64-7,Woody,Slow
"(1R,4S,6S)-1-Methyl-4-(prop-1-en-2-yl)-7-oxabicyclo[4.1.0]heptane",4959-35-7,Herbal,Fast
"(1R,4S,6S)-1-Methyl-4-(prop-1-en-2-yl)-7-oxabicyclo[4.1.0]heptane",4959-35-7,Mint,Fast
"(1R,4S,6S)-1-Methyl-4-(prop-1-en-2-yl)-7-oxabicyclo[4.1.0]heptane",4959-35-7,Sweet,Fast
"(1R,4aR,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",30021-74-0,Herbal,Slow
"(1R,4aR,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",30021-74-0,Spicy,Slow
"(1R,4aR,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",30021-74-0,Woody,Slow
"(1R,5R)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-one",1609196-40-8,Camphoreous,Moderately fast
"(1R,5R)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-one",1609196-40-8,Herbal,Moderately fast
"(1R,5R)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-one",1609196-40-8,Mint,Moderately fast
"(1R,5R,8R)-7,7-dimethyl-6-methylidenetricyclo[6.2.1.01,5]undecan-2-one",,Camphoreous,Slow
"(1R,5R,8R)-7,7-dimethyl-6-methylidenetricyclo[6.2.1.01,5]undecan-2-one",,Cedar,Slow
"(1R,5R,8R)-7,7-dimethyl-6-methylidenetricyclo[6.2.1.01,5]undecan-2-one",,Woody,Slow
"(1R,5S)-2-Methylene-5-(1-methylethyl)-3-cyclohexen-1-ol",95259-30-6,Herbal,Moderately slow
"(1R,5S)-2-Methylene-5-(1-methylethyl)-3-cyclohexen-1-ol",95259-30-6,Mint,Moderately slow
"(1R,5S)-2-Methylene-5-(1-methylethyl)-3-cyclohexen-1-ol",95259-30-6,Spicy,Moderately slow
"(1R,5S)-4-Methyl-1-(1-methylethyl)bicyclo[3.1.0]hex-3-en-2-one",546-78-1,Herbal,Moderate
"(1R,5S)-4-Methyl-1-(1-methylethyl)bicyclo[3.1.0]hex-3-en-2-one",546-78-1,Mint,Moderate
"(1R,5S)-4-Methyl-1-(1-methylethyl)bicyclo[3.1.0]hex-3-en-2-one",546-78-1,Woody,Moderate
"(1R,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane;1-methyl-4-propan-2-ylbenzene;4-propan-2-ylbenzaldehyde;4-propan-2-ylcyclohexa-1,4-diene-1-carbaldehyde",,Herbal,Ultra slow
"(1R,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane;1-methyl-4-propan-2-ylbenzene;4-propan-2-ylbenzaldehyde;4-propan-2-ylcyclohexa-1,4-diene-1-carbaldehyde",,Spicy,Ultra slow
"(1R,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane;1-methyl-4-propan-2-ylbenzene;4-propan-2-ylbenzaldehyde;4-propan-2-ylcyclohexa-1,4-diene-1-carbaldehyde",,Woody,Ultra slow
"(1R,6S)-gamma-himachalene",53111-25-4,Spicy,Slow
"(1R,6S)-gamma-himachalene",53111-25-4,Sweet,Slow
"(1R,6S)-gamma-himachalene",53111-25-4,Woody,Slow
"(1R,8R)-7,7-dimethyl-6-methylidenetricyclo[6.2.1.01,5]undecan-2-one",,Camphoreous,Slow
"(1R,8R)-7,7-dimethyl-6-methylidenetricyclo[6.2.1.01,5]undecan-2-one",,Cedar,Slow
"(1R,8R)-7,7-dimethyl-6-methylidenetricyclo[6.2.1.01,5]undecan-2-one",,Woody,Slow
"(1S)-2-(Methoxymethyl)-6,6-dimethylbicyclo[3.1.1]hept-2-ene",10300-03-5,Herbal,Moderately fast
"(1S)-2-(Methoxymethyl)-6,6-dimethylbicyclo[3.1.1]hept-2-ene",10300-03-5,Sweet,Moderately fast
"(1S)-2-(Methoxymethyl)-6,6-dimethylbicyclo[3.1.1]hept-2-ene",10300-03-5,Woody,Moderately fast
"(1S)-3-[2-[(1R,7aR)-1-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",50-14-6,Balsamic,Ultra slow
"(1S)-3-[2-[(1R,7aR)-1-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",50-14-6,Sandalwood,Ultra slow
"(1S)-3-[2-[(1R,7aR)-1-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",50-14-6,Woody,Ultra slow
(1S)-4-methyl-1-[(2S)-6-methylhept-6-en-2-yl]cyclohex-3-en-1-ol,,Floral,Ultra slow
(1S)-4-methyl-1-[(2S)-6-methylhept-6-en-2-yl]cyclohex-3-en-1-ol,,Fresh,Ultra slow
(1S)-4-methyl-1-[(2S)-6-methylhept-6-en-2-yl]cyclohex-3-en-1-ol,,Sweet,Ultra slow
"(1S)-6,6-dimethylbicyclo[3.1.1]hept-2-ene-2-carbaldehyde",,Green,Moderate
"(1S)-6,6-dimethylbicyclo[3.1.1]hept-2-ene-2-carbaldehyde",,Herbal,Moderate
"(1S)-6,6-dimethylbicyclo[3.1.1]hept-2-ene-2-carbaldehyde",,Woody,Moderate
"(1S,2R)-2-(octylamino)-1-[4-(propan-2-ylthio)phenyl]-1-propanol",54767-75-8,Meaty,Ultra slow
"(1S,2R)-2-(octylamino)-1-[4-(propan-2-ylthio)phenyl]-1-propanol",54767-75-8,Roasted,Ultra slow
"(1S,2R)-2-(octylamino)-1-[4-(propan-2-ylthio)phenyl]-1-propanol",54767-75-8,Savory,Ultra slow
"(1S,2R,4S)-Neo-dihydrocarveol",18675-33-7,Herbal,Slow
"(1S,2R,4S)-Neo-dihydrocarveol",22567-22-2,Herbal,Slow
"(1S,2R,4S)-Neo-dihydrocarveol",18675-33-7,Herbal,Slow
"(1S,2R,4S)-Neo-dihydrocarveol",18675-33-7,Mint,Slow
"(1S,2R,4S)-Neo-dihydrocarveol",22567-22-2,Mint,Slow
"(1S,2R,4S)-Neo-dihydrocarveol",18675-33-7,Mint,Slow
"(1S,2R,4S)-Neo-dihydrocarveol",18675-33-7,Sweet,Slow
"(1S,2R,4S)-Neo-dihydrocarveol",22567-22-2,Sweet,Slow
"(1S,2R,4S)-Neo-dihydrocarveol",18675-33-7,Sweet,Slow
"(1S,2R,6S,7R,10R)-3,7-dimethyl-10-propan-2-yltricyclo[5.3.0.02,6]dec-3-ene",5208-58-2,Herbal,Slow
"(1S,2R,6S,7R,10R)-3,7-dimethyl-10-propan-2-yltricyclo[5.3.0.02,6]dec-3-ene",5208-58-2,Spicy,Slow
"(1S,2R,6S,7R,10R)-3,7-dimethyl-10-propan-2-yltricyclo[5.3.0.02,6]dec-3-ene",5208-58-2,Woody,Slow
"(1S,2S,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-yl butyrate",13109-70-1,Fruity,Slow
"(1S,2S,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-yl butyrate",13109-70-1,Herbal,Slow
"(1S,2S,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-yl butyrate",13109-70-1,Woody,Slow
"(1S,2S,4R)-iso-dihydrocarveol",18675-35-9,Herbal,Slow
"(1S,2S,4R)-iso-dihydrocarveol",18675-35-9,Mint,Slow
"(1S,2S,4R)-iso-dihydrocarveol",18675-35-9,Sweet,Slow
"(1S,2Z,6Z,10R)-3,7,11,11-tetramethylbicyclo[8.1.0]undeca-2,6-diene",,Herbal,Very slow
"(1S,2Z,6Z,10R)-3,7,11,11-tetramethylbicyclo[8.1.0]undeca-2,6-diene",,Spicy,Very slow
"(1S,2Z,6Z,10R)-3,7,11,11-tetramethylbicyclo[8.1.0]undeca-2,6-diene",,Woody,Very slow
"(1S,3R)-dimethyl 1,2,2-trimethylcyclopentane-1,3-dicarboxylate",,Apple,Slow
"(1S,3R)-dimethyl 1,2,2-trimethylcyclopentane-1,3-dicarboxylate",,Fruity,Slow
"(1S,3R)-dimethyl 1,2,2-trimethylcyclopentane-1,3-dicarboxylate",,Herbal,Slow
"(1S,3R,4Z,8Z,12S,13Z)-1,5,9-trimethyl-12-propan-2-ylcyclotetradeca-4,8,13-triene-1,3-diol",57605-80-8,Floral,Ultra slow
"(1S,3R,4Z,8Z,12S,13Z)-1,5,9-trimethyl-12-propan-2-ylcyclotetradeca-4,8,13-triene-1,3-diol",57605-80-8,Herbal,Ultra slow
"(1S,3R,4Z,8Z,12S,13Z)-1,5,9-trimethyl-12-propan-2-ylcyclotetradeca-4,8,13-triene-1,3-diol",57605-80-8,Spicy,Ultra slow
"(1S,3R,5S)-6,6-Dimethyl-2-methylenebicyclo[3.1.1]heptan-3-ol",,Camphoreous,Moderate
"(1S,3R,5S)-6,6-Dimethyl-2-methylenebicyclo[3.1.1]heptan-3-ol",,Herbal,Moderate
"(1S,3R,5S)-6,6-Dimethyl-2-methylenebicyclo[3.1.1]heptan-3-ol",,Mint,Moderate
"(1S,3S,4S,5R,7S,8R,11S)-4,7,8,11-tetramethyltetracyclo[5.4.0.03,5.04,8]undecane",52617-34-2,Amber,Slow
"(1S,3S,4S,5R,7S,8R,11S)-4,7,8,11-tetramethyltetracyclo[5.4.0.03,5.04,8]undecane",52617-34-2,Dry,Slow
"(1S,3S,4S,5R,7S,8R,11S)-4,7,8,11-tetramethyltetracyclo[5.4.0.03,5.04,8]undecane",52617-34-2,Woody,Slow
"(1S,3aR,4R,7S,7aS)-1-Acetyl-7-isopropyl-4-methyloctahydro-1H-inden-4-yl acetate",,Herbal,Ultra slow
"(1S,3aR,4R,7S,7aS)-1-Acetyl-7-isopropyl-4-methyloctahydro-1H-inden-4-yl acetate",,Mint,Ultra slow
"(1S,3aR,4R,7S,7aS)-1-Acetyl-7-isopropyl-4-methyloctahydro-1H-inden-4-yl acetate",,Woody,Ultra slow
"(1S,4R,5R)-1,3,3-Trimethyl-2-oxabicyclo[2.2.2]octan-5-yl acetate",,Fresh,Moderately slow
"(1S,4R,5R)-1,3,3-Trimethyl-2-oxabicyclo[2.2.2]octan-5-yl acetate",,Herbal,Moderately slow
"(1S,4R,5R)-1,3,3-Trimethyl-2-oxabicyclo[2.2.2]octan-5-yl acetate",,Mint,Moderately slow
"(1S,4R,5S,7R)-4-hydroxy-1,4,7,9,9-pentamethylspiro[4.5]decan-3-one",,Amber,Ultra slow
"(1S,4R,5S,7R)-4-hydroxy-1,4,7,9,9-pentamethylspiro[4.5]decan-3-one",,Camphoreous,Ultra slow
"(1S,4R,5S,7R)-4-hydroxy-1,4,7,9,9-pentamethylspiro[4.5]decan-3-one",,Woody,Ultra slow
"(1S,4S)-Dihydrocarvone",619-02-3,Camphoreous,Moderate
"(1S,4S)-Dihydrocarvone",619-02-3,Herbal,Moderate
"(1S,4S)-Dihydrocarvone",619-02-3,Mint,Moderate
"(1S,4S,4aS)-1-Isopropyl-4,7-dimethyl-1,2,3,4,4a,5-hexahydronaphthalene",4726-51-6,Herbal,Slow
"(1S,4S,4aS)-1-Isopropyl-4,7-dimethyl-1,2,3,4,4a,5-hexahydronaphthalene",4726-51-6,Spicy,Slow
"(1S,4S,4aS)-1-Isopropyl-4,7-dimethyl-1,2,3,4,4a,5-hexahydronaphthalene",4726-51-6,Woody,Slow
"(1S,5S)-1-[(2R)-6-methylhept-5-en-2-yl]-4-methylidenebicyclo[3.1.0]hexane",58319-04-3,Balsamic,Slow
"(1S,5S)-1-[(2R)-6-methylhept-5-en-2-yl]-4-methylidenebicyclo[3.1.0]hexane",58319-04-3,Sweet,Slow
"(1S,5S)-1-[(2R)-6-methylhept-5-en-2-yl]-4-methylidenebicyclo[3.1.0]hexane",58319-04-3,Woody,Slow
"(1S,5S)-2-methylidene-5-propan-2-ylcyclohex-3-en-1-ol",95259-30-6,Herbal,Moderately slow
"(1S,5S)-2-methylidene-5-propan-2-ylcyclohex-3-en-1-ol",95259-30-6,Mint,Moderately slow
"(1S,5S)-2-methylidene-5-propan-2-ylcyclohex-3-en-1-ol",95259-30-6,Spicy,Moderately slow
"(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-ol",,Camphoreous,Moderate
"(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-ol",,Herbal,Moderate
"(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-ol",,Mint,Moderate
"(1S,6R)-1-methyl-4-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptan-2-one",,Mint,Moderate
"(1S,6R)-1-methyl-4-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptan-2-one",,Spicy,Moderate
"(1S,6R)-1-methyl-4-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptan-2-one",,Sweet,Moderate
"(1S,6R,7R)-1-methyl-3-methylidene-8-propan-2-yltricyclo[4.4.0.02,7]decane",20479-06-5,Herbal,Slow
"(1S,6R,7R)-1-methyl-3-methylidene-8-propan-2-yltricyclo[4.4.0.02,7]decane",20479-06-5,Spicy,Slow
"(1S,6R,7R)-1-methyl-3-methylidene-8-propan-2-yltricyclo[4.4.0.02,7]decane",20479-06-5,Woody,Slow
"(1S,6S,7R)-2,6,8,8-Tetramethyltricyclo[5.2.2.01,6]undec-2-ene",4545-68-0,Amber,Moderately slow
"(1S,6S,7R)-2,6,8,8-Tetramethyltricyclo[5.2.2.01,6]undec-2-ene",4545-68-0,Dry,Moderately slow
"(1S,6S,7R)-2,6,8,8-Tetramethyltricyclo[5.2.2.01,6]undec-2-ene",4545-68-0,Woody,Moderately slow
"(1S,6S,7S,8S)-8-isopropyl-1,3-dimethyltricyclo[4.4.0.0(2,7)]dec-3-ene",3856-25-5,Herbal,Slow
"(1S,6S,7S,8S)-8-isopropyl-1,3-dimethyltricyclo[4.4.0.0(2,7)]dec-3-ene",3856-25-5,Spicy,Slow
"(1S,6S,7S,8S)-8-isopropyl-1,3-dimethyltricyclo[4.4.0.0(2,7)]dec-3-ene",3856-25-5,Woody,Slow
"(1S,7S)-3,3,7-trimethyl-8-methylidenetricyclo[5.4.0.02,9]undecane",,Dry,Slow
"(1S,7S)-3,3,7-trimethyl-8-methylidenetricyclo[5.4.0.02,9]undecane",,Sweet,Slow
"(1S,7S)-3,3,7-trimethyl-8-methylidenetricyclo[5.4.0.02,9]undecane",,Woody,Slow
"(1S,8aS)-1,2,3,5,6,7,8,8a-Octahydro-1,4-dimethyl-7-(1-methylethylidene)azulene",3772-93-8,Spicy,Very slow
"(1S,8aS)-1,2,3,5,6,7,8,8a-Octahydro-1,4-dimethyl-7-(1-methylethylidene)azulene",3772-93-8,Sweet,Very slow
"(1S,8aS)-1,2,3,5,6,7,8,8a-Octahydro-1,4-dimethyl-7-(1-methylethylidene)azulene",3772-93-8,Woody,Very slow
"(1S-(1alpha,2alpha,3Abeta,4alpha,8abeta,9R*))-decahydro-1,5,5,8a-tetramethyl-1,2,4-methenoazulene",1137-12-8,Amber,Moderately slow
"(1S-(1alpha,2alpha,3Abeta,4alpha,8abeta,9R*))-decahydro-1,5,5,8a-tetramethyl-1,2,4-methenoazulene",1137-12-8,Dry,Moderately slow
"(1S-(1alpha,2alpha,3Abeta,4alpha,8abeta,9R*))-decahydro-1,5,5,8a-tetramethyl-1,2,4-methenoazulene",1137-12-8,Woody,Moderately slow
"(1Z)-1-[(1S,5S,7R,8R)-6,6,8-Trimethyl-2-tricyclo[5.3.1.01,5]undecanylidene]propan-2-one",,Amber,Ultra slow
"(1Z)-1-[(1S,5S,7R,8R)-6,6,8-Trimethyl-2-tricyclo[5.3.1.01,5]undecanylidene]propan-2-one",,Dry,Ultra slow
"(1Z)-1-[(1S,5S,7R,8R)-6,6,8-Trimethyl-2-tricyclo[5.3.1.01,5]undecanylidene]propan-2-one",,Woody,Ultra slow
"(1Z,3E,7Z)-1,7-dimethyl-4-propan-2-ylcyclodeca-1,3,7-triene",34323-15-4,Citrus,Very slow
"(1Z,3E,7Z)-1,7-dimethyl-4-propan-2-ylcyclodeca-1,3,7-triene",34323-15-4,Herbal,Very slow
"(1Z,3E,7Z)-1,7-dimethyl-4-propan-2-ylcyclodeca-1,3,7-triene",34323-15-4,Woody,Very slow
